Logger, Amir_rp1999:         	Automatically truncated logfile to 1048576
#31 D:\0.LaravelProjects\Rootix\onlineShop\vendor\laravel\framework\src\Illuminate\Cookie\Middleware\EncryptCookies.php(67): Illuminate\Pipeline\Pipeline->Illuminate\Pipeline\{closure}(Object(Illuminate\Http\Request))
#32 D:\0.LaravelProjects\Rootix\onlineShop\vendor\laravel\framework\src\Illuminate\Pipeline\Pipeline.php(167): Illuminate\Cookie\Middleware\EncryptCookies->handle(Object(Illuminate\Http\Request), Object(Closure))
#33 D:\0.LaravelProjects\Rootix\onlineShop\vendor\laravel\framework\src\Illuminate\Pipeline\Pipeline.php(103): Illuminate\Pipeline\Pipeline->Illuminate\Pipeline\{closure}(Object(Illuminate\Http\Request))
#34 D:\0.LaravelProjects\Rootix\onlineShop\vendor\laravel\framework\src\Illuminate\Routing\Router.php(723): Illuminate\Pipeline\Pipeline->then(Object(Closure))
#35 D:\0.LaravelProjects\Rootix\onlineShop\vendor\laravel\framework\src\Illuminate\Routing\Router.php(698): Illuminate\Routing\Router->runRouteWithinStack(Object(Illuminate\Routing\Route), Object(Illuminate\Http\Request))
#36 D:\0.LaravelProjects\Rootix\onlineShop\vendor\laravel\framework\src\Illuminate\Routing\Router.php(662): Illuminate\Routing\Router->runRoute(Object(Illuminate\Http\Request), Object(Illuminate\Routing\Route))
#37 D:\0.LaravelProjects\Rootix\onlineShop\vendor\laravel\framework\src\Illuminate\Routing\Router.php(651): Illuminate\Routing\Router->dispatchToRoute(Object(Illuminate\Http\Request))
#38 D:\0.LaravelProjects\Rootix\onlineShop\vendor\laravel\framework\src\Illuminate\Foundation\Http\Kernel.php(167): Illuminate\Routing\Router->dispatch(Object(Illuminate\Http\Request))
#39 D:\0.LaravelProjects\Rootix\onlineShop\vendor\laravel\framework\src\Illuminate\Pipeline\Pipeline.php(128): Illuminate\Foundation\Http\Kernel->Illuminate\Foundation\Http\{closure}(Object(Illuminate\Http\Request))
#40 D:\0.LaravelProjects\Rootix\onlineShop\vendor\laravel\framework\src\Illuminate\Foundation\Http\Middleware\TransformsRequest.php(21): Illuminate\Pipeline\Pipeline->Illuminate\Pipeline\{closure}(Object(Illuminate\Http\Request))
#41 D:\0.LaravelProjects\Rootix\onlineShop\vendor\laravel\framework\src\Illuminate\Foundation\Http\Middleware\ConvertEmptyStringsToNull.php(31): Illuminate\Foundation\Http\Middleware\TransformsRequest->handle(Object(Illuminate\Http\Request), Object(Closure))
#42 D:\0.LaravelProjects\Rootix\onlineShop\vendor\laravel\framework\src\Illuminate\Pipeline\Pipeline.php(167): Illuminate\Foundation\Http\Middleware\ConvertEmptyStringsToNull->handle(Object(Illuminate\Http\Request), Object(Closure))
#43 D:\0.LaravelProjects\Rootix\onlineShop\vendor\laravel\framework\src\Illuminate\Foundation\Http\Middleware\TransformsRequest.php(21): Illuminate\Pipeline\Pipeline->Illuminate\Pipeline\{closure}(Object(Illuminate\Http\Request))
#44 D:\0.LaravelProjects\Rootix\onlineShop\vendor\laravel\framework\src\Illuminate\Foundation\Http\Middleware\TrimStrings.php(40): Illuminate\Foundation\Http\Middleware\TransformsRequest->handle(Object(Illuminate\Http\Request), Object(Closure))
#45 D:\0.LaravelProjects\Rootix\onlineShop\vendor\laravel\framework\src\Illuminate\Pipeline\Pipeline.php(167): Illuminate\Foundation\Http\Middleware\TrimStrings->handle(Object(Illuminate\Http\Request), Object(Closure))
#46 D:\0.LaravelProjects\Rootix\onlineShop\vendor\laravel\framework\src\Illuminate\Foundation\Http\Middleware\ValidatePostSize.php(27): Illuminate\Pipeline\Pipeline->Illuminate\Pipeline\{closure}(Object(Illuminate\Http\Request))
#47 D:\0.LaravelProjects\Rootix\onlineShop\vendor\laravel\framework\src\Illuminate\Pipeline\Pipeline.php(167): Illuminate\Foundation\Http\Middleware\ValidatePostSize->handle(Object(Illuminate\Http\Request), Object(Closure))
#48 D:\0.LaravelProjects\Rootix\onlineShop\vendor\laravel\framework\src\Illuminate\Foundation\Http\Middleware\PreventRequestsDuringMaintenance.php(86): Illuminate\Pipeline\Pipeline->Illuminate\Pipeline\{closure}(Object(Illuminate\Http\Request))
#49 D:\0.LaravelProjects\Rootix\onlineShop\vendor\laravel\framework\src\Illuminate\Pipeline\Pipeline.php(167): Illuminate\Foundation\Http\Middleware\PreventRequestsDuringMaintenance->handle(Object(Illuminate\Http\Request), Object(Closure))
#50 D:\0.LaravelProjects\Rootix\onlineShop\vendor\fruitcake\laravel-cors\src\HandleCors.php(38): Illuminate\Pipeline\Pipeline->Illuminate\Pipeline\{closure}(Object(Illuminate\Http\Request))
#51 D:\0.LaravelProjects\Rootix\onlineShop\vendor\laravel\framework\src\Illuminate\Pipeline\Pipeline.php(167): Fruitcake\Cors\HandleCors->handle(Object(Illuminate\Http\Request), Object(Closure))
#52 D:\0.LaravelProjects\Rootix\onlineShop\vendor\laravel\framework\src\Illuminate\Http\Middleware\TrustProxies.php(39): Illuminate\Pipeline\Pipeline->Illuminate\Pipeline\{closure}(Object(Illuminate\Http\Request))
#53 D:\0.LaravelProjects\Rootix\onlineShop\vendor\laravel\framework\src\Illuminate\Pipeline\Pipeline.php(167): Illuminate\Http\Middleware\TrustProxies->handle(Object(Illuminate\Http\Request), Object(Closure))
#54 D:\0.LaravelProjects\Rootix\onlineShop\vendor\laravel\framework\src\Illuminate\Pipeline\Pipeline.php(103): Illuminate\Pipeline\Pipeline->Illuminate\Pipeline\{closure}(Object(Illuminate\Http\Request))
#55 D:\0.LaravelProjects\Rootix\onlineShop\vendor\laravel\framework\src\Illuminate\Foundation\Http\Kernel.php(142): Illuminate\Pipeline\Pipeline->then(Object(Closure))
#56 D:\0.LaravelProjects\Rootix\onlineShop\vendor\laravel\framework\src\Illuminate\Foundation\Http\Kernel.php(111): Illuminate\Foundation\Http\Kernel->sendRequestThroughRouter(Object(Illuminate\Http\Request))
#57 D:\0.LaravelProjects\Rootix\onlineShop\public\index.php(52): Illuminate\Foundation\Http\Kernel->handle(Object(Illuminate\Http\Request))
#58 D:\0.LaravelProjects\Rootix\onlineShop\server.php(21): require_once('D:\\0.LaravelPro...')
#59 {main}
Tools, Amir_rp1999:          	Loop exceptionally stopped without resolving the promise
Tools, Amir_rp1999:          	Amp\Sql\QueryError: MySQL error (1709): #HY000 Index column size too large. The maximum column size is 767 bytes.
Current query was 
            CREATE TABLE IF NOT EXISTS `236458787_MinDatabase_db`
            (
                `key` VARCHAR(255) NOT NULL,
                `value` MEDIUMBLOB NULL,
                `ts` TIMESTAMP DEFAULT CURRENT_TIMESTAMP ON UPDATE CURRENT_TIMESTAMP,
                PRIMARY KEY (`key`)
            )
            ENGINE = InnoDB
            CHARACTER SET 'utf8mb4' 
            COLLATE 'utf8mb4_general_ci'
         in D:\0.LaravelProjects\Rootix\onlineShop\vendor\amphp\mysql\src\Internal\Processor.php:708
Stack trace:
#0 D:\0.LaravelProjects\Rootix\onlineShop\vendor\amphp\mysql\src\Internal\Processor.php(921): Amp\Mysql\Internal\Processor->handleError('\xFF\xAD\x06#HY000Index ...')
#1 D:\0.LaravelProjects\Rootix\onlineShop\vendor\amphp\mysql\src\Internal\Processor.php(1455): Amp\Mysql\Internal\Processor->handleQuery('\xFF\xAD\x06#HY000Index ...')
#2 D:\0.LaravelProjects\Rootix\onlineShop\vendor\amphp\mysql\src\Internal\Processor.php(295): Amp\Mysql\Internal\Processor->parsePayload('\xFF\xAD\x06#HY000Index ...')
#3 D:\0.LaravelProjects\Rootix\onlineShop\vendor\amphp\mysql\src\Internal\Processor.php(262): Amp\Mysql\Internal\Processor->processData(Array)
#4 [internal function]: Amp\Mysql\Internal\Processor->read()
#5 D:\0.LaravelProjects\Rootix\onlineShop\vendor\amphp\amp\lib\Coroutine.php(118): Generator->send('K\x00\x00\x01\xFF\xAD\x06#HY000In...')
#6 D:\0.LaravelProjects\Rootix\onlineShop\vendor\amphp\amp\lib\Internal\Placeholder.php(149): Amp\Coroutine->Amp\{closure}(NULL, 'K\x00\x00\x01\xFF\xAD\x06#HY000In...')
#7 D:\0.LaravelProjects\Rootix\onlineShop\vendor\amphp\amp\lib\Deferred.php(53): Amp\Promise@anonymous->resolve('K\x00\x00\x01\xFF\xAD\x06#HY000In...')
#8 D:\0.LaravelProjects\Rootix\onlineShop\vendor\amphp\byte-stream\lib\ResourceInputStream.php(101): Amp\Deferred->resolve('K\x00\x00\x01\xFF\xAD\x06#HY000In...')
#9 D:\0.LaravelProjects\Rootix\onlineShop\vendor\amphp\amp\lib\Loop\NativeDriver.php(327): Amp\ByteStream\ResourceInputStream::Amp\ByteStream\{closure}('dvt', Resource id #1240, NULL)
#10 D:\0.LaravelProjects\Rootix\onlineShop\vendor\amphp\amp\lib\Loop\NativeDriver.php(127): Amp\Loop\NativeDriver->selectStreams(Array, Array, 0.127)
#11 D:\0.LaravelProjects\Rootix\onlineShop\vendor\amphp\amp\lib\Loop\Driver.php(138): Amp\Loop\NativeDriver->dispatch(true)
#12 D:\0.LaravelProjects\Rootix\onlineShop\vendor\amphp\amp\lib\Loop\Driver.php(72): Amp\Loop\Driver->tick()
#13 D:\0.LaravelProjects\Rootix\onlineShop\vendor\amphp\amp\lib\Loop.php(95): Amp\Loop\Driver->run()
#14 D:\0.LaravelProjects\Rootix\onlineShop\vendor\danog\madelineproto\src\danog\MadelineProto\Tools.php(294): Amp\Loop::run(Object(Closure))
#15 D:\0.LaravelProjects\Rootix\onlineShop\vendor\danog\madelineproto\src\danog\MadelineProto\AbstractAPIFactory.php(139): danog\MadelineProto\Tools::wait(Object(danog\MadelineProto\Coroutine))
#16 D:\0.LaravelProjects\Rootix\onlineShop\vendor\danog\madelineproto\src\danog\MadelineProto\InternalDoc.php(7482): danog\MadelineProto\AbstractAPIFactory->__call('start', Array)
#17 D:\0.LaravelProjects\Rootix\onlineShop\routes\web.php(122): danog\MadelineProto\InternalDoc->start()
#18 D:\0.LaravelProjects\Rootix\onlineShop\vendor\laravel\framework\src\Illuminate\Routing\Route.php(238): Illuminate\Routing\RouteFileRegistrar->{closure}()
#19 D:\0.LaravelProjects\Rootix\onlineShop\vendor\laravel\framework\src\Illuminate\Routing\Route.php(208): Illuminate\Routing\Route->runCallable()
#20 D:\0.LaravelProjects\Rootix\onlineShop\vendor\laravel\framework\src\Illuminate\Routing\Router.php(721): Illuminate\Routing\Route->run()
#21 D:\0.LaravelProjects\Rootix\onlineShop\vendor\laravel\framework\src\Illuminate\Pipeline\Pipeline.php(128): Illuminate\Routing\Router->Illuminate\Routing\{closure}(Object(Illuminate\Http\Request))
#22 D:\0.LaravelProjects\Rootix\onlineShop\vendor\laravel\framework\src\Illuminate\Routing\Middleware\SubstituteBindings.php(50): Illuminate\Pipeline\Pipeline->Illuminate\Pipeline\{closure}(Object(Illuminate\Http\Request))
#23 D:\0.LaravelProjects\Rootix\onlineShop\vendor\laravel\framework\src\Illuminate\Pipeline\Pipeline.php(167): Illuminate\Routing\Middleware\SubstituteBindings->handle(Object(Illuminate\Http\Request), Object(Closure))
#24 D:\0.LaravelProjects\Rootix\onlineShop\vendor\laravel\framework\src\Illuminate\View\Middleware\ShareErrorsFromSession.php(49): Illuminate\Pipeline\Pipeline->Illuminate\Pipeline\{closure}(Object(Illuminate\Http\Request))
#25 D:\0.LaravelProjects\Rootix\onlineShop\vendor\laravel\framework\src\Illuminate\Pipeline\Pipeline.php(167): Illuminate\View\Middleware\ShareErrorsFromSession->handle(Object(Illuminate\Http\Request), Object(Closure))
#26 D:\0.LaravelProjects\Rootix\onlineShop\vendor\laravel\framework\src\Illuminate\Session\Middleware\StartSession.php(121): Illuminate\Pipeline\Pipeline->Illuminate\Pipeline\{closure}(Object(Illuminate\Http\Request))
#27 D:\0.LaravelProjects\Rootix\onlineShop\vendor\laravel\framework\src\Illuminate\Session\Middleware\StartSession.php(64): Illuminate\Session\Middleware\StartSession->handleStatefulRequest(Object(Illuminate\Http\Request), Object(Illuminate\Session\Store), Object(Closure))
#28 D:\0.LaravelProjects\Rootix\onlineShop\vendor\laravel\framework\src\Illuminate\Pipeline\Pipeline.php(167): Illuminate\Session\Middleware\StartSession->handle(Object(Illuminate\Http\Request), Object(Closure))
#29 D:\0.LaravelProjects\Rootix\onlineShop\vendor\laravel\framework\src\Illuminate\Cookie\Middleware\AddQueuedCookiesToResponse.php(37): Illuminate\Pipeline\Pipeline->Illuminate\Pipeline\{closure}(Object(Illuminate\Http\Request))
#30 D:\0.LaravelProjects\Rootix\onlineShop\vendor\laravel\framework\src\Illuminate\Pipeline\Pipeline.php(167): Illuminate\Cookie\Middleware\AddQueuedCookiesToResponse->handle(Object(Illuminate\Http\Request), Object(Closure))
#31 D:\0.LaravelProjects\Rootix\onlineShop\vendor\laravel\framework\src\Illuminate\Cookie\Middleware\EncryptCookies.php(67): Illuminate\Pipeline\Pipeline->Illuminate\Pipeline\{closure}(Object(Illuminate\Http\Request))
#32 D:\0.LaravelProjects\Rootix\onlineShop\vendor\laravel\framework\src\Illuminate\Pipeline\Pipeline.php(167): Illuminate\Cookie\Middleware\EncryptCookies->handle(Object(Illuminate\Http\Request), Object(Closure))
#33 D:\0.LaravelProjects\Rootix\onlineShop\vendor\laravel\framework\src\Illuminate\Pipeline\Pipeline.php(103): Illuminate\Pipeline\Pipeline->Illuminate\Pipeline\{closure}(Object(Illuminate\Http\Request))
#34 D:\0.LaravelProjects\Rootix\onlineShop\vendor\laravel\framework\src\Illuminate\Routing\Router.php(723): Illuminate\Pipeline\Pipeline->then(Object(Closure))
#35 D:\0.LaravelProjects\Rootix\onlineShop\vendor\laravel\framework\src\Illuminate\Routing\Router.php(698): Illuminate\Routing\Router->runRouteWithinStack(Object(Illuminate\Routing\Route), Object(Illuminate\Http\Request))
#36 D:\0.LaravelProjects\Rootix\onlineShop\vendor\laravel\framework\src\Illuminate\Routing\Router.php(662): Illuminate\Routing\Router->runRoute(Object(Illuminate\Http\Request), Object(Illuminate\Routing\Route))
#37 D:\0.LaravelProjects\Rootix\onlineShop\vendor\laravel\framework\src\Illuminate\Routing\Router.php(651): Illuminate\Routing\Router->dispatchToRoute(Object(Illuminate\Http\Request))
#38 D:\0.LaravelProjects\Rootix\onlineShop\vendor\laravel\framework\src\Illuminate\Foundation\Http\Kernel.php(167): Illuminate\Routing\Router->dispatch(Object(Illuminate\Http\Request))
#39 D:\0.LaravelProjects\Rootix\onlineShop\vendor\laravel\framework\src\Illuminate\Pipeline\Pipeline.php(128): Illuminate\Foundation\Http\Kernel->Illuminate\Foundation\Http\{closure}(Object(Illuminate\Http\Request))
#40 D:\0.LaravelProjects\Rootix\onlineShop\vendor\laravel\framework\src\Illuminate\Foundation\Http\Middleware\TransformsRequest.php(21): Illuminate\Pipeline\Pipeline->Illuminate\Pipeline\{closure}(Object(Illuminate\Http\Request))
#41 D:\0.LaravelProjects\Rootix\onlineShop\vendor\laravel\framework\src\Illuminate\Foundation\Http\Middleware\ConvertEmptyStringsToNull.php(31): Illuminate\Foundation\Http\Middleware\TransformsRequest->handle(Object(Illuminate\Http\Request), Object(Closure))
#42 D:\0.LaravelProjects\Rootix\onlineShop\vendor\laravel\framework\src\Illuminate\Pipeline\Pipeline.php(167): Illuminate\Foundation\Http\Middleware\ConvertEmptyStringsToNull->handle(Object(Illuminate\Http\Request), Object(Closure))
#43 D:\0.LaravelProjects\Rootix\onlineShop\vendor\laravel\framework\src\Illuminate\Foundation\Http\Middleware\TransformsRequest.php(21): Illuminate\Pipeline\Pipeline->Illuminate\Pipeline\{closure}(Object(Illuminate\Http\Request))
#44 D:\0.LaravelProjects\Rootix\onlineShop\vendor\laravel\framework\src\Illuminate\Foundation\Http\Middleware\TrimStrings.php(40): Illuminate\Foundation\Http\Middleware\TransformsRequest->handle(Object(Illuminate\Http\Request), Object(Closure))
#45 D:\0.LaravelProjects\Rootix\onlineShop\vendor\laravel\framework\src\Illuminate\Pipeline\Pipeline.php(167): Illuminate\Foundation\Http\Middleware\TrimStrings->handle(Object(Illuminate\Http\Request), Object(Closure))
#46 D:\0.LaravelProjects\Rootix\onlineShop\vendor\laravel\framework\src\Illuminate\Foundation\Http\Middleware\ValidatePostSize.php(27): Illuminate\Pipeline\Pipeline->Illuminate\Pipeline\{closure}(Object(Illuminate\Http\Request))
#47 D:\0.LaravelProjects\Rootix\onlineShop\vendor\laravel\framework\src\Illuminate\Pipeline\Pipeline.php(167): Illuminate\Foundation\Http\Middleware\ValidatePostSize->handle(Object(Illuminate\Http\Request), Object(Closure))
#48 D:\0.LaravelProjects\Rootix\onlineShop\vendor\laravel\framework\src\Illuminate\Foundation\Http\Middleware\PreventRequestsDuringMaintenance.php(86): Illuminate\Pipeline\Pipeline->Illuminate\Pipeline\{closure}(Object(Illuminate\Http\Request))
#49 D:\0.LaravelProjects\Rootix\onlineShop\vendor\laravel\framework\src\Illuminate\Pipeline\Pipeline.php(167): Illuminate\Foundation\Http\Middleware\PreventRequestsDuringMaintenance->handle(Object(Illuminate\Http\Request), Object(Closure))
#50 D:\0.LaravelProjects\Rootix\onlineShop\vendor\fruitcake\laravel-cors\src\HandleCors.php(38): Illuminate\Pipeline\Pipeline->Illuminate\Pipeline\{closure}(Object(Illuminate\Http\Request))
#51 D:\0.LaravelProjects\Rootix\onlineShop\vendor\laravel\framework\src\Illuminate\Pipeline\Pipeline.php(167): Fruitcake\Cors\HandleCors->handle(Object(Illuminate\Http\Request), Object(Closure))
#52 D:\0.LaravelProjects\Rootix\onlineShop\vendor\laravel\framework\src\Illuminate\Http\Middleware\TrustProxies.php(39): Illuminate\Pipeline\Pipeline->Illuminate\Pipeline\{closure}(Object(Illuminate\Http\Request))
#53 D:\0.LaravelProjects\Rootix\onlineShop\vendor\laravel\framework\src\Illuminate\Pipeline\Pipeline.php(167): Illuminate\Http\Middleware\TrustProxies->handle(Object(Illuminate\Http\Request), Object(Closure))
#54 D:\0.LaravelProjects\Rootix\onlineShop\vendor\laravel\framework\src\Illuminate\Pipeline\Pipeline.php(103): Illuminate\Pipeline\Pipeline->Illuminate\Pipeline\{closure}(Object(Illuminate\Http\Request))
#55 D:\0.LaravelProjects\Rootix\onlineShop\vendor\laravel\framework\src\Illuminate\Foundation\Http\Kernel.php(142): Illuminate\Pipeline\Pipeline->then(Object(Closure))
#56 D:\0.LaravelProjects\Rootix\onlineShop\vendor\laravel\framework\src\Illuminate\Foundation\Http\Kernel.php(111): Illuminate\Foundation\Http\Kernel->sendRequestThroughRouter(Object(Illuminate\Http\Request))
#57 D:\0.LaravelProjects\Rootix\onlineShop\public\index.php(52): Illuminate\Foundation\Http\Kernel->handle(Object(Illuminate\Http\Request))
#58 D:\0.LaravelProjects\Rootix\onlineShop\server.php(21): require_once('D:\\0.LaravelPro...')
#59 {main}
[09-Jul-2022 11:59:26 UTC] PHP Fatal error:  Uncaught Amp\Sql\QueryError: MySQL error (1709): #HY000 Index column size too large. The maximum column size is 767 bytes.
Current query was 
            CREATE TABLE IF NOT EXISTS `236458787_MinDatabase_db`
            (
                `key` VARCHAR(255) NOT NULL,
                `value` MEDIUMBLOB NULL,
                `ts` TIMESTAMP DEFAULT CURRENT_TIMESTAMP ON UPDATE CURRENT_TIMESTAMP,
                PRIMARY KEY (`key`)
            )
            ENGINE = InnoDB
            CHARACTER SET 'utf8mb4' 
            COLLATE 'utf8mb4_general_ci'
         in D:\0.LaravelProjects\Rootix\onlineShop\vendor\amphp\mysql\src\Internal\Processor.php:708
